restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
3272,Hotel MLV Grand - A Multicuisine Restaurant,3.9,"North Indian, Chinese, Mughlai, Biryani, Kebab, Sichuan",3100,"Jalahalli, Bangalore",77.5483803,13.0464531,https://www.zomato.com/bangalore/hotel-mlv-grand-a-multicuisine-restaurant-1-jalahalli-bangalore/order,400
3273,Good Fettle - Healthy Ice Cream,4.2,"Ice Cream, Desserts",95,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/good-fettle-healthy-ice-cream-jp-nagar-bangalore/order,150
3274,Gods Own Cafe,4.3,"South Indian, Kerala, Seafood",567,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/gods-own-cafe-koramangala-7th-block/order,150
3275,Thalassery Restaurant,3.4,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",2020,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/thalassery-restaurant-whitefield-bangalore/order,350
3276,Snack House,3.7,"Fast Food, Momos",18,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/snack-house-seshadripuram-bangalore/order,200
3277,Narmada Chain of Restaurants,4.3,"North Indian, Biryani, Chinese",82,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/narmada-chain-of-restaurants-bellandur-bangalore/order,250
3278,Paratha Envy,4,North Indian,2008,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/paratha-envy-sarjapur-road-bangalore/order,200
3279,Bhavani Chats N Juice,3.9,"Beverages, Street Food, Fast Food",1586,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/bhavani-chats-n-juice-jayanagar-bangalore/order,100
3280,Mud Cups,4,"Fast Food, Sandwich, Street Food, Tea, Shake, Beverages",23,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/mud-cups-bommanahalli-bangalore/order,100
3281,Mamagoto,3.9,"Asian, Chinese, Thai",1024,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/mamagoto-marathahalli-bangalore/order,450
3282,The Baker's Dozen,4.1,Bakery,160,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/the-bakers-dozen-jp-nagar-bangalore/order,150
3283,Bangarpet Chats And Cane Juice,3.8,"Juices, Fast Food",169,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/bangarpet-chats-and-cane-juice-nagawara-bangalore/order,50
3284,Bakingo,4.1,"Bakery, Desserts",177,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/bakingo-btm-bangalore/order,100
3285,Lassi & Bites,3.9,"Fast Food, Desserts, Beverages, Shake",600,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/lassi-bites-new-bel-road-bangalore/order,100
3286,CupCake Noggins By CakeZone,3.3,"Bakery, Desserts",21,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/cupcake-noggins-by-cakezone-sanjay-nagar-bangalore/order,150
3287,ZAZA 22 Spice Awadhi Biryani,3.9,"Biryani, Mughlai, North Indian",6,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/zaza-22-spice-awadhi-biryani-1-electronic-city-bangalore/order,250
3288,IBC - Indian Biryani Company,3.9,"Biryani, North Indian, Chinese, Desserts, Beverages",3129,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/ibc-indian-biryani-company-hsr-bangalore/order,250
3289,SL Vadapav,3.8,"Street Food, Fast Food",15400,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/sl-vadapav-jayanagar-bangalore/order,50
3290,Tripti Hotel & Restaurant,4,"Bengali, North Indian",6763,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/tripti-hotel-restaurant-new-bel-road-bangalore/order,150
3291,Fanoos,4,"Rolls, Fast Food, North Indian",1767,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/fanoos-frazer-town/order,200
3292,Pizza Capers,0,Fast Food,12,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/pizza-capers-indiranagar-bangalore/order,200
3293,Five Star Chicken,4,"Roast Chicken, Burger, Fast Food, Wraps",62,"Hennur, Bangalore",77.6305067,13.0258087,https://www.zomato.com/bangalore/five-star-chicken-2-hennur-bangalore/order,100
3294,Yum Yum Kolkata,4,Bengali,469,"Jeevan Bhima Nagar, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/yum-yum-kolkata-jeevan-bhima-nagar-bangalore/order,200
3295,Suryawanshi,4.1,"Maharashtrian, Seafood, Beverages, Desserts",5026,"Santosh Tower, Whitefield, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/suryawanshi-whitefield/order,350
3296,Pappu Chaiwalla,3.3,"North Indian, Beverages, Street Food, Fast Food, Shake",55,"Yelahanka, Bangalore",77.5963454,13.1006982,https://www.zomato.com/bangalore/pappu-chaiwalla-yelahanka-bangalore/order,175
3297,Belgian Waffle Factory,3.9,"Desserts, Waffle",314,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/belgian-waffle-factory-basaveshwara-nagar-bangalore/order,200
3298,Andhra Gunpowder,4.1,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",852,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/andhra-gunpowder-1-marathahalli-bangalore/order,250
3299,Puliyogare Palace,2.8,"South Indian, Desserts",68,"Koramangala 2nd Block, Bangalore",77.6242433,12.9243692,https://www.zomato.com/bangalore/puliyogare-palace-koramangala-2nd-block-bangalore/order,250
3300,Rolls & Bowls Company,4.3,"Rolls, North Indian, Chinese, Fast Food, Sichuan",111,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/rolls-bowls-company-banashankari-bangalore/order,250
3301,1522 - The Pub,4.1,"Chinese, North Indian, Mughlai, Finger Food, Seafood",738,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/1522-the-pub-new-bel-road/order,750
3302,Kapoor's Chaat Bhandaar,4.1,"Street Food, Desserts, Beverages",1467,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/kapoors-chaat-bhandaar-1-rajajinagar-bangalore/order,100
3303,B2H - Biryani 2 Home,3.4,"North Indian, Chinese, Biryani, Mughlai, Beverages",399,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/b2h-biryani-2-home-whitefield-bangalore/order,200
3304,Burger@49,3.3,Burger,71,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/burger@49-basaveshwara-nagar-bangalore/order,100
3305,Green Cravings,3.5,"Healthy Food, Continental",21,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/green-cravings-koramangala-1st-block-bangalore/order,250
3306,WOW! China,3.7,"Chinese, Asian, Sichuan",220,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/wow-china-1-bannerghatta-road-bangalore/order,300
3307,Kebarbiq Restaurant,3.9,"BBQ, Arabian, Continental, North Indian, Middle Eastern, Chinese, Beverages",2503,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/kebarbiq-restaurant-hsr-bangalore/order,400
3308,Nati Style Grand,0,"North Indian, Mughlai, Fast Food",0,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/nati-style-grand-banashankari-bangalore/order,150
3309,Cream & Fudge,3.4,"Ice Cream, Desserts, Fast Food, Waffle, Shake",361,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/cream-fudge-1-kr-puram-bangalore/order,150
3310,Uru Brewpark,4,"Italian, North Indian, Continental, Asian, Desserts, Beverages",2142,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/uru-brewpark-jp-nagar-bangalore/order,1000
3311,Thali's Perfect,3.9,"North Indian, Rajasthani",332,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/thalis-perfect-bellandur-bangalore/order,150
3312,Nasco Restaurant Kabab Center,3.6,"South Indian, North Indian, Mughlai, Chinese, Biryani, Kebab, Beverages, Sichuan",417,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/nasco-restaurant-kabab-center-bommanahalli-bangalore/order,375
3313,Namma Madurai Militri,3.6,"South Indian, North Indian, Chinese, Biryani",196,"Gopalan Innovation Mall, Bannerghatta, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/namma-madurai-militri-1-jp-nagar-bangalore/order,100
3314,Chaatimes,4.1,"Street Food, Fast Food",2251,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/chaatimes-bannerghatta-road-bangalore/order,100
3315,Odia Style Jhal Muri Center,4,Street Food,18,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/odia-style-jhal-muri-center-kammanahalli-bangalore/order,100
3316,Hotel Revoli Inn,4,"Chinese, North Indian, Mughlai",1698,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/hotel-revoli-inn-shanti-nagar-bangalore/order,200
3317,DUNKIN',4.3,"Desserts, Burger, Fast Food, Beverages",5984,"Yelahanka, Bangalore",77.5963454,13.1006982,https://www.zomato.com/bangalore/dunkin-yelahanka-bangalore/order,300
3318,Parkview,4.1,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Desserts",5816,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/parkview-jp-nagar/order,200
3319,Nammur Donne Biryani,4.3,"Biryani, South Indian",266,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/nammur-donne-biryani-frazer-town-bangalore/order,150
3320,Hokart Sri Mulkattamma Krupe,0,Street Food,3,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/hokart-sri-mulkattamma-krupe-hsr-bangalore/order,150
3321,Glen's Bakehouse,4.3,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",8191,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/glens-bakehouse-indiranagar/order,400
3322,Jeni's Kitchen,3.5,"Biryani, Chinese, North Indian, Andhra, Sichuan, Shake, Beverages",3136,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/jenis-kitchen-bommanahalli-bangalore/order,200
3323,Chicking,3.8,"Fast Food, Burger, Pizza",2927,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/chicking-jp-nagar-bangalore/order,200
3324,Mad Over Donuts,3.6,"Desserts, Waffle, Beverages",157,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/mad-over-donuts-1-bommasandra-bangalore/order,125
3325,New Sukhi Sagar,4.1,"South Indian, Chinese, North Indian, Beverages, Desserts",444,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/new-sukhi-sagar-basaveshwara-nagar-bangalore/order,125
3326,Third Wave Coffee,3.9,"Cafe, Coffee, Fast Food, Beverages",260,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/third-wave-coffee-marathahalli-bangalore/order,200
3327,CakeZone,3.9,"Bakery, Ice Cream",5838,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/cakezone-btm-bangalore/order,100
3328,Delhi 6 Chandni Chowk,3.9,"North Indian, Fast Food, Mughlai, Desserts, Chinese, Street Food",1004,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/delhi-6-chandni-chowk-1-kaggadasapura-bangalore/order,250
3329,Laali Da Dhaba,3.4,"North Indian, Kebab",65,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/laali-da-dhaba-hsr-bangalore/order,250
3330,Thattukada - Kerala Street Food,3.7,"Kerala, Street Food, Beverages",158,"Thippasandra, Bangalore",77.6509982,12.973936,https://www.zomato.com/bangalore/thattukada-kerala-street-food-thippasandra-bangalore/order,75
3331,ITC Sunfeast Baked Creations,4.1,"Bakery, Desserts, , Cafe, Continental, Sandwich",239,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-hsr-bangalore/order,250
3332,Imperio Restaurant,3.6,"Mughlai, Arabian, Biryani, Kerala, Chinese, South Indian, North Indian, Beverages",3244,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/imperio-restaurant-1-new-bel-road-bangalore/order,150
3333,Chaayos Chai+Snacks=Relax,4.1,"Tea, Beverages",608,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-1-bannerghatta-road-bangalore/order,200
3334,Oh! Calcutta,4,"Bengali, Seafood, North Indian, Biryani",781,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/oh-calcutta-koramangala-7th-block-bangalore/order,400
3335,Isiri Cafe,4.1,"South Indian, Chinese, Street Food, Beverages",1348,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/isiri-cafe-bannerghatta-road-bangalore/order,175
3336,WarmOven Cake & Desserts,4,"Bakery, Desserts, Ice Cream, Shake",10100,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/warmoven-cake-desserts-whitefield-bangalore/order,250
3337,Schezwan Hub,3.7,"Chinese, Sichuan",195,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/schezwan-hub-sarjapur-road-bangalore/order,200
3338,Taco Bell,4,"Mexican, Fast Food, Wraps, Beverages",13200,"Gopalan Innovation Mall, Bannerghatta, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/taco-bell-bannerghatta-road/order,200
3339,Milano Ice Cream,4,"Desserts, Ice Cream, Beverages, Shake",2250,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/milano-ice-cream-sanjay-nagar-bangalore/order,200
3340,Big Mishra Pedha,4.3,"Mithai, Fast Food, Street Food",89,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/big-mishra-pedha-basaveshwara-nagar-bangalore/order,175
3341,Glen's Bakehouse,4.3,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",5108,"Lavelle Road, Bangalore",77.5997248,12.9749487,https://www.zomato.com/bangalore/glens-bakehouse-lavelle-road/order,400
3342,Bakingo,4.3,"Bakery, Desserts",1567,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/bakingo-banashankari-bangalore/order,300
3343,Nashta Wasta,0,"Street Food, Rolls, North Indian",2,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/nashta-wasta-hsr-bangalore/order,150
3344,Rolls And Chicken Combos,3.5,"North Indian, Chinese, Rolls",508,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/rolls-and-chicken-combos-shanti-nagar-bangalore/order,250
3345,NH1 Bowls - Highway To North,4.3,North Indian,302,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/nh1-bowls-highway-to-north-seshadripuram-bangalore/order,200
3346,Nizam's Biryani House,3.7,"Biryani, North Indian, Chinese, Andhra, Beverages, Shake",19500,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/nizams-biryani-house-marathahalli/order,350
3347,My Bowl,4,"North Indian, Chinese, Fast Food, Desserts",81,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/my-bowl-electronic-city-bangalore/order,250
3348,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.3,"Ice Cream, Desserts",126,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-2-indiranagar-bangalore/order,100
3349,New Donne Biryani Mane,3.5,"Biryani, South Indian, Chinese, North Indian",1535,"Kanakapura Road, Bangalore",77.5449181,12.8773096,https://www.zomato.com/bangalore/new-donne-biryani-mane-kanakapura-road-bangalore/order,200
3350,McDonald's,4.1,"Burger, Fast Food, Beverages",11000,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/mcdonalds-1-kammanahalli/order,200
3351,Ludos Pizza,3.8,"Pizza, Fast Food, Desserts, Beverages",1,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/ludos-pizza-bommasandra-bangalore/order,300
3352,Falahaar & Kota Kachori,3.7,"North Indian, Rajasthani, Fast Food, Street Food, Mithai, Beverages",4351,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/falahaar-kota-kachori-bellandur-bangalore/order,100
3353,Mani's Dum Biryani,4.2,"Biryani, Kebab",21200,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/manisbelandur/order,375
3354,Tharavadu,3.9,"Chinese, North Indian, Kerala, South Indian, Biryani, Seafood, Mughlai",7274,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/tharavadu-hsr-bangalore/order,250
3355,Candy Cloud Factory,3.9,"Desserts, Beverages",141,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/candy-cloud-factory-basavanagudi-bangalore/order,150
3356,Tasty Paradise,4.2,"North Indian, Mughlai, Chinese, Sichuan, Beverages",1446,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/tasty-paradise-malleshwaram/order,275
3357,Bangarpet Chats,3.7,Street Food,1333,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/bangarpet-chats-7-bommanahalli-bangalore/order,75
3358,Insanitea Cafe,0,"Bengali, Fast Food",6,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/insanitea-cafe-sarjapur-road-bangalore/order,125
3359,Oh! Bambai,0,"North Indian, Sandwich, Fast Food",11,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/oh-bambai-1-basavanagudi-bangalore/order,175
3360,Mega Biryani,4,Biryani,0,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/mega-biryani-1-bommanahalli-bangalore/order,200
3361,Biryani Day,3.8,"North Indian, Mughlai, Biryani, Seafood, Chinese",35900,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/biryani-day-marathahalli/order,350
3362,Udupi Upachar,3.9,"South Indian, North Indian, Chinese",2534,"Jakkur, Bangalore",77.6068938,13.0784743,https://www.zomato.com/bangalore/udupi-upachar-1-jakkur-bangalore/order,150
3363,Namaste Kolkata Kati Rolls,4,"Rolls, Chinese",40,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/namaste-kolkata-kati-rolls-hsr-bangalore/order,100
3364,Banana Plate,0,Kerala,6,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/banana-plate-whitefield-bangalore/order,200
3365,JSP Noble Cane juice,4,Juices,29,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/jsp-noble-cane-juice-food-truck/order,100
3366,Bakeovers By Saira,4,"Pizza, Continental, Desserts",149,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/bakeovers-by-saira-kalyan-nagar-bangalore/order,300
3367,The Cake Chef,3.8,"Bakery, Desserts",900,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/the-cake-chef-bannerghatta-road-bangalore/order,350
3368,Sichuan,4,"Chinese, Asian, Thai, Momos, Sichuan",1195,"Jeevan Bhima Nagar, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/sichuan-jeevan-bhima-nagar-bangalore/order,250
3369,Augusta Cafe,0,"North Indian, South Indian, Chinese",0,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/augusta-cafe-1-jp-nagar-bangalore/order,200
3370,New Cool Joint,4.3,"Sandwich, Street Food, Beverages, Juices, Shake",7458,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/new-cool-joint-sarjapur-road/order,100
3371,Gita Foods,3.2,"Chinese, South Indian, North Indian, Biryani",510,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/gita-foods-brookefield-bangalore/order,150
3372,Kaati Zone Rolls And Wraps,4,"Rolls, Fast Food, Beverages, Wraps, Desserts, Shake",1184,"Koramangala 2nd Block, Bangalore",77.6242433,12.9243692,https://www.zomato.com/bangalore/kaati-zone-rolls-and-wraps-koramangala-2nd-block-bangalore/order,200
3373,Kolkata Restaurant,3.6,"North Indian, Biryani",3564,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/kolkata-restaurant-marathahalli-bangalore/order,150
3374,EatFit,4,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",820,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/eatfit-sahakara-nagar-bangalore/order,200
3375,WOW! Momo,4.1,"Momos, Fast Food, Tibetan",386,"Kemp Fort Mall, Old Airport Road, Bangalore",77.65668689,12.95864555,https://www.zomato.com/bangalore/wow-momo-airport-road-bangalore/order,200
3376,Food Court By Kitchens@,3.8,"North Indian, South Indian, Chinese, Mughlai, Biryani, Momos, Desserts, Beverages",80,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/food-court-by-kitchens@-rajajinagar-bangalore/order,250
3377,Brik Oven,3.8,"Cafe, Italian, Fast Food, Beverages, Waffle, Desserts",1407,"Prestige Trade Tower, Race Course Road, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/brik-oven-race-course-road-bangalore/order,500
3378,S.B.S. Halli Mane Hotel,0,"South Indian, Chinese",1,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/s-b-s-halli-mane-hotel-1-bannerghatta-road-bangalore/order,200
3379,Shezan,3.7,"Chinese, Continental, North Indian, Mughlai, Fast Food, Sichuan",829,"Cunningham Road, Bangalore",77.5970428,12.9845781,https://www.zomato.com/bangalore/shezan-cunningham-road/order,375
3380,Great Indian Khichdi by EatFit,4.2,"Healthy Food, North Indian, Ice Cream, Desserts, Beverages",210,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/great-indian-khichdi-by-eatfit-1-rajajinagar-bangalore/order,150
3381,Meghana Foods,4.2,"Biryani, Andhra, North Indian, Seafood",78300,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/meghana-foods-koramangala-5th-block/order,400
3382,Toppings Town Pizza,4.1,"Pizza, Fast Food",62,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/toppings-town-pizza-bommanahalli-bangalore/order,100
3383,Andhra Gunpowder,4,"Andhra, Biryani, Desserts, Beverages",354,"Hebbal, Bangalore",77.5919,13.0382184,https://www.zomato.com/bangalore/andhra-gunpowder-hebbal-bangalore/order,250
3384,Royal Garden Family Restaurant,4,"Chinese, Mughlai, North Indian, Biryani",79,"Peenya, Bangalore",77.5273253,13.0329419,https://www.zomato.com/bangalore/royal-garden-family-restaurant-peenya-bangalore/order,200
3385,Aadam's  Ruchikoottu,3.7,"South Indian, Kerala, Biryani, Fast Food, North Indian, Seafood, Beverages, Ice Cream",720,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/aadams-ruchikoottu-bannerghatta-road-bangalore/order,250
3386,Star Biriyani Ambur Style,4,"Biryani, North Indian",34,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/star-biriyani-ambur-style-bannerghatta-road-bangalore/order,100
3387,Sri Ganesh Satkara,3.8,"South Indian, North Indian, Chinese, Street Food, Beverages, Juices",338,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/sri-ganesh-satkara-2-nagawara-bangalore/order,150
3388,Mad Over Donuts,4,"Desserts, Waffle, Beverages",294,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/mad-over-donuts-1-indiranagar-bangalore/order,100
3389,Swizzle,0,Beverages,0,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/swizzle-kammanahalli-bangalore/order,200
3390,Lassi Shop,3.7,"Beverages, Fast Food, Burger, Shake, Juices, Ice Cream, Desserts",822,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/lassi-shop-3-banaswadi-bangalore/order,150
3391,Empire Restaurant,3.9,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",48100,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/empire-restaurant-jp-nagar/order,400
3392,Pizza Hut,3.2,"Pizza, Fast Food, Desserts, Beverages",860,"Bangalore Central, Bellandur, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/pizza-hut-1-bellandur/order,300
3393,Subway,4.1,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",8357,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/subway-electronic-city-bangalore/order,200
3394,Burger Hangout,3.4,"Burger, Fast Food, Wraps, Pizza, Rolls, Shake",439,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/burger-hangout-whitefield-bangalore/order,150
3395,Gilly's Restobar,4,"Continental, North Indian, Chinese, Salad, Fast Food, Pizza, Italian, Sichuan",62,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/gillys-restobar-electronic-city/order,700
3396,Guru Palace,3.9,"North Indian, Chinese, Biryani, Beverages, Sichuan",2246,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/guru-palace-bannerghatta-road/order,325
3397,Indiana Burgers,3.6,"Burger, Rolls, Beverages, Desserts, Shake",183,"Vasanth Nagar, Bangalore",77.58516878,12.98872125,https://www.zomato.com/bangalore/indiana-burgers-vasanth-nagar-bangalore/order,250
3398,Kunafa World,4.4,Desserts,879,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/kunafa-world-frazer-town-bangalore/order,200
3399,Kolkata Sholoana,3.8,"Bengali, Biryani",1922,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/kolkata-sholoana-marathahalli-bangalore/order,250
3400,Hotel Anugraha Nati style,3.8,"North Indian, South Indian",194,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/hotel-anugraha-nati-style-bellandur-bangalore/order,150
3401,GetAWay – Healthy Ice Creams,0,"Ice Cream, Desserts, Healthy Food",0,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/getaway-healthy-ice-creams-bommasandra-bangalore/order,150
